E00ZP000000000         A07ECF-IF ZPM                 ZPM/2EFC LOGGER     00000001000000000000000000000000000000000000000000nomedosoftwarehouse                     nomedoaplicativo                        1.1.1     linha1aplicativo                          linha2aplicativo                          
E01ZP000000000         AECF-IF ZPM                 ZPM/2EFC LOGGER     01.00.01  2007071214514902300000000000000TDM000001000112200711192007111901.01.01AC1704 01.00.00
E02ZP000000000         AZPM/2EFC LOGGER     00000000000000888888888888  CONTRIBUINTE EXEMPLO S/A                AV CAMILO PESTANA 000, SÃO PAULO, SP, CEP 00000-000                                                                     2007073116285000000100000000002142866407
E12ZP000000000         AZPM/2EFC LOGGER     07000112046397000001200711192007111921510800000000155375S
E15ZP000000000         AZPM/2EFC LOGGER     070462070372560027111400121    PRODUTO 2 DO CUPOM 046207                                                                           0001000UN 00000280000000000000000000000000000280T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462080372570017110901782    PRODUTO 1 DO CUPOM 046208                                                                           0001000UN 00000220000000000000000000000000000220T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462080372570027110701535    PRODUTO 2 DO CUPOM 046208                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462080372570037110701502    PRODUTO 3 DO CUPOM 046208                                                                           0001000UN 00000160000000000000000000000000000160T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462080372570047111200116    PRODUTO 4 DO CUPOM 046208                                                                           0001000UN 00000150000000000000000000000000000150T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462110372580017110901770    PRODUTO 1 DO CUPOM 046211                                                                           0001000UN 00000400000000000000000000000000000400T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462110372580027110701502    PRODUTO 2 DO CUPOM 046211                                                                           0002000UN 00000160000000000000000000000000000320T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462110372580037111200275    PRODUTO 3 DO CUPOM 046211                                                                           0003000UN 00000060000000000000000000000000000180T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462120372590017111200127    PRODUTO 1 DO CUPOM 046212                                                                           0001000UN 00000150000000000000000000000000000150T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462130372600017111400107    PRODUTO 1 DO CUPOM 046213                                                                           0001000UN 00000280000000000000000000000000000280T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462130372600027111500101    PRODUTO 2 DO CUPOM 046213                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462140372610017111400237    PRODUTO 1 DO CUPOM 046214                                                                           0002000UN 00000170000000000000000000000000000340T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462150372620017110701535    PRODUTO 1 DO CUPOM 046215                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462150372620027111400148    PRODUTO 2 DO CUPOM 046215                                                                           0001000UN 00000280000000000000000000000000000280T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462160372630017111500282    PRODUTO 1 DO CUPOM 046216                                                                           0001000UN 00000270000000000000000000000000000270F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462170372640017111500208    PRODUTO 1 DO CUPOM 046217                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462170372640027111200132    PRODUTO 2 DO CUPOM 046217                                                                           0001000UN 00000150000000000000000000000000000150T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462180372650017110704657    PRODUTO 1 DO CUPOM 046218                                                                           0001000UN 00000620000000000000000000000000000620T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462180372650027110701535    PRODUTO 2 DO CUPOM 046218                                                                           0001000UN 00000260000000000000000000000000000260T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462180372650037110701502    PRODUTO 3 DO CUPOM 046218                                                                           0001000UN 00000160000000000000000000000000000160T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462180372650047111500136    PRODUTO 4 DO CUPOM 046218                                                                           0001000UN 00000310000000000000000000000000000310F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462190372660017111400237    PRODUTO 1 DO CUPOM 046219                                                                           0002000UN 00000170000000000000000000000000000340T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462190372660027111400236    PRODUTO 2 DO CUPOM 046219                                                                           0001000UN 00000170000000000000000000000000000170T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462190372660037110220900    PRODUTO 3 DO CUPOM 046219                                                                           0001000UN 00000001000000000000000000000000000001T0320  N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462200372670017111500208    PRODUTO 1 DO CUPOM 046220                                                                           0001000UN 00000200000000000000000000000000000200F1     N000000000000000000000000000000000T32
E15ZP000000000         AZPM/2EFC LOGGER     070462200372670027111200351    PRODUTO 2 DO CUPOM 046220                                                                           0001000UN 00000380000000000000000000000000000380T0320  N000000000000000000000000000000000T32
